"COMID","GNIS_NAME","LCM_Reach","Huc6"
23773023,"South Fork McKenzie River","McKenzie Reach C","170900"
23773025,"South Fork McKenzie River","McKenzie Reach C","170900"
23773027,"South Fork McKenzie River","McKenzie Reach C","170900"
23773029,"South Fork McKenzie River","McKenzie Reach C","170900"
23773031,"South Fork McKenzie River","McKenzie Reach C","170900"
23773033,"South Fork McKenzie River","McKenzie Reach C","170900"
23773035,"South Fork McKenzie River","McKenzie Reach C","170900"
23773037,"South Fork McKenzie River","McKenzie Reach C","170900"
23773039,"South Fork McKenzie River","McKenzie Reach C","170900"
23773047,"South Fork McKenzie River","McKenzie Reach C","170900"
23773049,"South Fork McKenzie River","McKenzie Reach C","170900"
23773051,"South Fork McKenzie River","McKenzie Reach C","170900"
23773053,"South Fork McKenzie River","McKenzie Reach C","170900"
23773055,"South Fork McKenzie River","McKenzie Reach C","170900"
23773057,"South Fork McKenzie River","McKenzie Reach C","170900"
23773059,"South Fork McKenzie River","McKenzie Reach C","170900"
23773061,"South Fork McKenzie River","McKenzie Reach C","170900"
23773063,"South Fork McKenzie River","McKenzie Reach C","170900"
23773079,"South Fork McKenzie River","McKenzie Reach C","170900"
23773081,"South Fork McKenzie River","McKenzie Reach C","170900"
23773083,"South Fork McKenzie River","McKenzie Reach C","170900"
23773085,"South Fork McKenzie River","McKenzie Reach C","170900"
23773087,"South Fork McKenzie River","McKenzie Reach C","170900"
23773089,"South Fork McKenzie River","McKenzie Reach C","170900"
23773091,"South Fork McKenzie River","McKenzie Reach C","170900"
23773093,"South Fork McKenzie River","McKenzie Reach C","170900"
23773095,"South Fork McKenzie River","McKenzie Reach C","170900"
23773097,"South Fork McKenzie River","McKenzie Reach C","170900"
23773099,"South Fork McKenzie River","McKenzie Reach C","170900"
23773109,"South Fork McKenzie River","McKenzie Reach C","170900"
23773111,"South Fork McKenzie River","McKenzie Reach C","170900"
23773113,"South Fork McKenzie River","McKenzie Reach C","170900"
23773123,"South Fork McKenzie River","McKenzie Reach C","170900"
23773125,"South Fork McKenzie River","McKenzie Reach C","170900"
23773127,"South Fork McKenzie River","McKenzie Reach C","170900"
23773129,"South Fork McKenzie River","McKenzie Reach C","170900"
23773131,"South Fork McKenzie River","McKenzie Reach C","170900"
23773133,"South Fork McKenzie River","McKenzie Reach C","170900"
23773135," ","McKenzie Reach C","170900"
23773137," ","McKenzie Reach C","170900"
23773139," ","McKenzie Reach C","170900"
23773143," ","McKenzie Reach C","170900"
23773145," ","McKenzie Reach C","170900"
23773147," ","McKenzie Reach C","170900"
23773207,"McKenzie River","McKenzie Reach B","170900"
23773209,"McKenzie River","McKenzie Reach B","170900"
23773211,"McKenzie River","McKenzie Reach B","170900"
23773215,"McKenzie River","McKenzie Reach B","170900"
23773217,"McKenzie River","McKenzie Reach B","170900"
23773219,"McKenzie River","McKenzie Reach B","170900"
23773221,"East Fork Horse Creek","McKenzie Reach B","170900"
23773223,"Horse Creek","McKenzie Reach B","170900"
23773225,"Horse Creek","McKenzie Reach B","170900"
23773227,"Horse Creek","McKenzie Reach B","170900"
23773229,"Horse Creek","McKenzie Reach B","170900"
23773231,"Horse Creek","McKenzie Reach B","170900"
23773233,"Horse Creek","McKenzie Reach B","170900"
23773235,"Horse Creek","McKenzie Reach B","170900"
23773237,"Horse Creek","McKenzie Reach B","170900"
23773239,"Horse Creek","McKenzie Reach B","170900"
23773241,"Horse Creek","McKenzie Reach B","170900"
23773243,"Horse Creek","McKenzie Reach B","170900"
23773245,"Horse Creek","McKenzie Reach B","170900"
23773247,"Horse Creek","McKenzie Reach B","170900"
23773249,"Horse Creek","McKenzie Reach B","170900"
23773251,"Horse Creek","McKenzie Reach B","170900"
23773253,"Horse Creek","McKenzie Reach B","170900"
23773255,"Horse Creek","McKenzie Reach B","170900"
23773257,"Horse Creek","McKenzie Reach B","170900"
23773259,"Horse Creek","McKenzie Reach B","170900"
23773275,"Horse Creek","McKenzie Reach B","170900"
23773277,"Horse Creek","McKenzie Reach B","170900"
23773279,"Horse Creek","McKenzie Reach B","170900"
23773281,"Horse Creek","McKenzie Reach B","170900"
23773283,"Horse Creek","McKenzie Reach B","170900"
23773285,"Horse Creek","McKenzie Reach B","170900"
23773287,"Horse Creek","McKenzie Reach B","170900"
23773309,"McKenzie River","McKenzie Reach B","170900"
23773311,"McKenzie River","McKenzie Reach B","170900"
23773313,"McKenzie River","McKenzie Reach B","170900"
23773315,"McKenzie River","McKenzie Reach B","170900"
23773317,"McKenzie River","McKenzie Reach B","170900"
23773319,"McKenzie River","McKenzie Reach B","170900"
23773321,"McKenzie River","McKenzie Reach B","170900"
23773331,"McKenzie River","McKenzie Reach B","170900"
23773333,"McKenzie River","McKenzie Reach B","170900"
23773347,"McKenzie River","McKenzie Reach B","170900"
23773349,"McKenzie River","McKenzie Reach B","170900"
23773351,"McKenzie River","McKenzie Reach B","170900"
23773353,"McKenzie River","McKenzie Reach B","170900"
23773355,"McKenzie River","McKenzie Reach B","170900"
23773357,"McKenzie River","McKenzie Reach B","170900"
23773359,"McKenzie River","McKenzie Reach B","170900"
23773361,"McKenzie River","McKenzie Reach B","170900"
23773363,"McKenzie River","McKenzie Reach B","170900"
23773365,"McKenzie River","McKenzie Reach B","170900"
23773367,"McKenzie River","McKenzie Reach B","170900"
23773369,"McKenzie River","McKenzie Reach B","170900"
23773371,"McKenzie River","McKenzie Reach B","170900"
23773373,"Fish Lake Creek","McKenzie Reach B","170900"
23773375,"Fish Lake Creek","McKenzie Reach B","170900"
23773377,"Fish Lake Creek","McKenzie Reach B","170900"
23773379,"Fish Lake Creek","McKenzie Reach B","170900"
23773381,"Fish Lake Creek","McKenzie Reach B","170900"
23773383,"Fish Lake Creek","McKenzie Reach B","170900"
23773385," ","McKenzie Reach B","170900"
23773387,"Smith River","McKenzie Reach B","170900"
23773389,"Smith River","McKenzie Reach B","170900"
23773391,"Smith River","McKenzie Reach B","170900"
23773393,"Smith River","McKenzie Reach B","170900"
23773395,"Smith River","McKenzie Reach B","170900"
23773397,"Smith River","McKenzie Reach B","170900"
23773399,"Smith River","McKenzie Reach B","170900"
23773401,"Blue River","McKenzie Reach B","170900"
23773467,"Gate Creek","McKenzie Reach B","170900"
23773469,"Gate Creek","McKenzie Reach B","170900"
23773471,"North Fork Gate Creek","McKenzie Reach B","170900"
23773473,"North Fork Gate Creek","McKenzie Reach B","170900"
23773475,"North Fork Gate Creek","McKenzie Reach B","170900"
23773477,"North Fork Gate Creek","McKenzie Reach B","170900"
23773479,"North Fork Gate Creek","McKenzie Reach B","170900"
23773761,"Hackleman Creek","McKenzie Reach B","170900"
23773765,"Hackleman Creek","McKenzie Reach B","170900"
23773769,"Hackleman Creek","McKenzie Reach B","170900"
23773773,"Hackleman Creek","McKenzie Reach B","170900"
23773775,"Hackleman Creek","McKenzie Reach B","170900"
23773777,"Hackleman Creek","McKenzie Reach B","170900"
23774161,"West Fork Horse Creek","McKenzie Reach B","170900"
23774691,"Horse Creek","McKenzie Reach B","170900"
23774701,"Horse Creek","McKenzie Reach B","170900"
23774711,"Horse Creek","McKenzie Reach B","170900"
23774751," ","McKenzie Reach C","170900"
23774753," ","McKenzie Reach C","170900"
23774767,"Horse Creek","McKenzie Reach B","170900"
23774837," ","McKenzie Reach C","170900"
23774841," ","McKenzie Reach C","170900"
23774843," ","McKenzie Reach C","170900"
23774921,"Horse Creek","McKenzie Reach B","170900"
23774929,"Horse Creek","McKenzie Reach B","170900"
23774935,"Horse Creek","McKenzie Reach B","170900"
23775079," ","McKenzie Reach A",NA
23775113,"McKenzie River","McKenzie Reach B","170900"
23780405,"Santiam River","North Santiam_Santiam","170900"
23780407,"Santiam River","North Santiam_Santiam","170900"
23780409,"Santiam River","North Santiam_Santiam","170900"
23780411,"Santiam River","North Santiam_Santiam","170900"
23780413,"Santiam River","North Santiam_Santiam","170900"
23780415,"Santiam River","North Santiam_Santiam","170900"
23780417,"Santiam River","North Santiam_Santiam","170900"
23780419,"Santiam River","North Santiam_Santiam","170900"
23780421,"Santiam River","North Santiam_Santiam","170900"
23780423,"Santiam River","North Santiam_Santiam","170900"
23780425,"Santiam River","North Santiam_Santiam","170900"
23780427,"Santiam River","North Santiam Reach A","170900"
23780439,"North Santiam River","North Santiam Reach A","170900"
23780441,"North Santiam River","North Santiam Reach A","170900"
23780443,"North Santiam River","North Santiam Reach A","170900"
23780445,"North Santiam River","North Santiam Reach A","170900"
23780447,"North Santiam River","North Santiam Reach A","170900"
23780449,"North Santiam River","North Santiam Reach A","170900"
23780451,"North Santiam River","North Santiam Reach A","170900"
23780453,"North Santiam River","North Santiam Reach A","170900"
23780455,"North Santiam River","North Santiam Reach A","170900"
23780457,"North Santiam River","North Santiam Reach A","170900"
23780459,"North Santiam River","North Santiam Reach A","170900"
23780461,"North Santiam River","North Santiam Reach A","170900"
23780463,"North Santiam River","North Santiam Reach A","170900"
23780465,"North Santiam River","North Santiam Reach A","170900"
23780467,"North Santiam River","North Santiam Reach A","170900"
23780469,"North Santiam River","North Santiam Reach A","170900"
23780471,"North Santiam River","North Santiam Reach A","170900"
23780473,"North Santiam River","North Santiam Reach A","170900"
23780475,"North Santiam River","North Santiam Reach A","170900"
23780477,"North Santiam River","North Santiam Reach A","170900"
23780479,"North Santiam River","North Santiam Reach B","170900"
23780481,"North Santiam River","North Santiam Reach B","170900"
23780483,"North Santiam River","North Santiam Reach B","170900"
23780485,"North Santiam River","North Santiam Reach B","170900"
23780487,"North Santiam River","North Santiam Reach B","170900"
23780489,"North Santiam River","North Santiam Reach B","170900"
23780491,"North Santiam River","North Santiam Reach B","170900"
23780493,"North Santiam River","North Santiam Reach B","170900"
23780495,"North Santiam River","North Santiam Reach B","170900"
23780497,"North Santiam River","North Santiam Reach B","170900"
23780499,"North Santiam River","North Santiam Reach B","170900"
23780501,"North Santiam River","North Santiam Reach B","170900"
23780503,"North Santiam River","North Santiam Reach F","170900"
23780505,"North Santiam River","North Santiam Reach F","170900"
23780507,"North Santiam River","North Santiam Reach F","170900"
23780509,"North Santiam River","North Santiam Reach F","170900"
23780511,"North Santiam River","North Santiam Reach F","170900"
23780513,"North Santiam River","North Santiam Reach F","170900"
23780515,"North Santiam River","North Santiam Migration","170900"
23780517,"North Santiam River","North Santiam Migration","170900"
23780519,"North Santiam River","North Santiam Migration","170900"
23780521,"North Santiam River","North Santiam Migration","170900"
23780523,"North Santiam River","North Santiam Migration","170900"
23780525,"North Santiam River","North Santiam Migration","170900"
23780527,"North Santiam River","North Santiam Migration","170900"
23780529,"North Santiam River","North Santiam Migration","170900"
23780531,"North Santiam River","North Santiam Migration","170900"
23780571,"North Santiam River","North Santiam Migration","170900"
23780573,"North Santiam River","North Santiam Migration","170900"
23780575,"North Santiam River","North Santiam Migration","170900"
23780577,"North Santiam River","North Santiam Migration","170900"
23780579,"North Santiam River","North Santiam Reach E","170900"
23780581,"North Santiam River","North Santiam Reach E","170900"
23780583,"North Santiam River","North Santiam Reach E","170900"
23780585,"North Santiam River","North Santiam Reach E","170900"
23780587,"North Santiam River","North Santiam Reach E","170900"
23780589,"North Santiam River","North Santiam Reach E","170900"
23780591,"North Santiam River","North Santiam Reach E","170900"
23780593,"North Santiam River","North Santiam Reach E","170900"
23780595,"North Santiam River","North Santiam Reach E","170900"
23780601,"North Santiam River","North Santiam Reach E","170900"
23780603,"North Santiam River","North Santiam Reach E","170900"
23780605,"North Santiam River","North Santiam Reach E","170900"
23780607,"North Santiam River","North Santiam Reach E","170900"
23780609,"North Santiam River","North Santiam Reach E","170900"
23780611,"North Santiam River","North Santiam Reach E","170900"
23780613,"North Santiam River","North Santiam Reach E","170900"
23780615,"North Santiam River","North Santiam Reach E","170900"
23780617,"North Santiam River","North Santiam Reach E","170900"
23780619,"North Santiam River","North Santiam Reach E","170900"
23780621,"North Santiam River","North Santiam Reach E","170900"
23780623,"North Santiam River","North Santiam Reach E","170900"
23780625,"North Santiam River","North Santiam Reach E","170900"
23780627,"North Santiam River","North Santiam Reach E","170900"
23780629,"North Santiam River","North Santiam Reach E","170900"
23780631,"North Santiam River","North Santiam Reach E","170900"
23780633,"North Santiam River","North Santiam Reach E","170900"
23780635,"North Santiam River","North Santiam Reach E","170900"
23780637,"North Santiam River","North Santiam Reach E","170900"
23780639,"North Santiam River","North Santiam Reach E","170900"
23780641,"North Santiam River","North Santiam Reach E","170900"
23780643,"North Santiam River","North Santiam Reach E","170900"
23780645,"North Santiam River","North Santiam Reach E","170900"
23780647,"North Santiam River","North Santiam Reach E","170900"
23780649,"North Santiam River","North Santiam Reach E","170900"
23780651,"North Santiam River","North Santiam Reach E","170900"
23780653,"North Santiam River","North Santiam Reach E","170900"
23780655,"North Santiam River","North Santiam Reach E","170900"
23780657,"North Santiam River","North Santiam Reach E","170900"
23780659,"North Santiam River","North Santiam Reach E","170900"
23780661,"North Santiam River","North Santiam Reach E","170900"
23780695," ","North Santiam Migration","170900"
23780697," ","North Santiam Reach D","170900"
23780699,"Breitenbush River","North Santiam Reach D","170900"
23780701,"Breitenbush River","North Santiam Reach D","170900"
23780703,"Breitenbush River","North Santiam Reach D","170900"
23780705,"Breitenbush River","North Santiam Reach D","170900"
23780707,"Breitenbush River","North Santiam Reach D","170900"
23780709,"Breitenbush River","North Santiam Reach D","170900"
23780711,"Breitenbush River","North Santiam Reach D","170900"
23780713,"Breitenbush River","North Santiam Reach D","170900"
23780715,"Breitenbush River","North Santiam Reach D","170900"
23780717,"Breitenbush River","North Santiam Reach D","170900"
23780719,"Breitenbush River","North Santiam Reach D","170900"
23780721,"Breitenbush River","North Santiam Reach D","170900"
23780723,"Breitenbush River","North Santiam Reach D","170900"
23780725,"Breitenbush River","North Santiam Reach D","170900"
23780727,"Breitenbush River","North Santiam Reach D","170900"
23780729,"Breitenbush River","North Santiam Reach D","170900"
23780731,"Breitenbush River","North Santiam Reach D","170900"
23780751,"North Fork Breitenbush River","North Santiam Reach D","170900"
23780753,"North Fork Breitenbush River","North Santiam Reach D","170900"
23780755,"North Fork Breitenbush River","North Santiam Reach D","170900"
23780757,"North Fork Breitenbush River","North Santiam Reach D","170900"
23780759,"North Fork Breitenbush River","North Santiam Reach D","170900"
23780761,"North Fork Breitenbush River","North Santiam Reach D","170900"
23780763,"North Fork Breitenbush River","North Santiam Reach D","170900"
23780765,"North Fork Breitenbush River","North Santiam Reach D","170900"
23780767,"North Fork Breitenbush River","North Santiam Reach D","170900"
23780769,"North Fork Breitenbush River","North Santiam Reach D","170900"
23780771,"North Fork Breitenbush River","North Santiam Reach D","170900"
23780773,"North Fork Breitenbush River","North Santiam Reach D","170900"
23780775,"North Fork Breitenbush River","North Santiam Reach D","170900"
23780805,"Little North Santiam River","North Santiam Reach C","170900"
23780807,"Little North Santiam River","North Santiam Reach C","170900"
23780809,"Little North Santiam River","North Santiam Reach C","170900"
23780811,"Little North Santiam River","North Santiam Reach C","170900"
23780813,"Little North Santiam River","North Santiam Reach C","170900"
23780815,"Little North Santiam River","North Santiam Reach C","170900"
23780817,"Little North Santiam River","North Santiam Reach C","170900"
23780819,"Little North Santiam River","North Santiam Reach C","170900"
23780821,"Little North Santiam River","North Santiam Reach C","170900"
23780823,"Little North Santiam River","North Santiam Reach C","170900"
23780825,"Little North Santiam River","North Santiam Reach C","170900"
23780827,"Little North Santiam River","North Santiam Reach C","170900"
23780829,"Little North Santiam River","North Santiam Reach C","170900"
23780831,"Little North Santiam River","North Santiam Reach C","170900"
23780833,"Little North Santiam River","North Santiam Reach C","170900"
23780835,"Little North Santiam River","North Santiam Reach C","170900"
23780837,"Little North Santiam River","North Santiam Reach C","170900"
23780839,"Little North Santiam River","North Santiam Reach C","170900"
23780841," ","North Santiam Reach C","170900"
23780843," ","North Santiam Reach C","170900"
23780845,"Little North Santiam River","North Santiam Reach C","170900"
23780847,"Little North Santiam River","North Santiam Reach C","170900"
23780849,"Little North Santiam River","North Santiam Reach C","170900"
23780851,"Little North Santiam River","North Santiam Reach C","170900"
23780853,"Little North Santiam River","North Santiam Reach C","170900"
23780855,"Little North Santiam River","North Santiam Reach C","170900"
23780857,"Little North Santiam River","North Santiam Reach C","170900"
23780859,"Little North Santiam River","North Santiam Reach C","170900"
23780861,"Little North Santiam River","North Santiam Reach C","170900"
23780863,"Little North Santiam River","North Santiam Reach C","170900"
23780865,"Little North Santiam River","North Santiam Reach C","170900"
23780867,"Little North Santiam River","North Santiam Reach C","170900"
23780869,"Little North Santiam River","North Santiam Reach C","170900"
23780871,"Little North Santiam River","North Santiam Reach C","170900"
23780873,"Little North Santiam River","North Santiam Reach C","170900"
23780875,"Little North Santiam River","North Santiam Reach C","170900"
23780877,"North Santiam River","North Santiam Reach A","170900"
23780879,"North Santiam River","North Santiam Reach A","170900"
23780881,"North Santiam River","North Santiam Reach A","170900"
23780883,"North Santiam River","North Santiam Reach A","170900"
23780885,"North Santiam River","North Santiam Reach A","170900"
23780887,"North Santiam River","North Santiam Reach A","170900"
23780889,"North Santiam River","North Santiam Reach A","170900"
23780891,"North Santiam River","North Santiam Reach A","170900"
23780893,"North Santiam River","North Santiam Reach A","170900"
23780895,"North Santiam River","North Santiam Reach A","170900"
23780897,"North Santiam River","North Santiam Reach A","170900"
23781891,"North Santiam River","North Santiam Reach E","170900"
23781893,"North Santiam River","North Santiam Reach E","170900"
23785607,"South Santiam River","South Santiam Reach A","170900"
23785609," ","South Santiam Reach A","170900"
23785611,"South Santiam River","South Santiam Reach A","170900"
23785613,"South Santiam River","South Santiam Reach A","170900"
23785615,"South Santiam River","South Santiam Reach A","170900"
23785617,"South Santiam River","South Santiam Reach A","170900"
23785619,"South Santiam River","South Santiam Reach A","170900"
23785621,"South Santiam River","South Santiam Reach A","170900"
23785623,"South Santiam River","South Santiam Reach A","170900"
23785625,"South Santiam River","South Santiam Reach A","170900"
23785627,"South Santiam River","South Santiam Reach A","170900"
23785643,"South Santiam River","South Santiam Reach B","170900"
23785645,"South Santiam River","South Santiam Reach A","170900"
23785647,"South Santiam River","South Santiam Reach A","170900"
23785649,"South Santiam River","South Santiam Reach A","170900"
23785651,"South Santiam River","South Santiam Reach A","170900"
23785653,"South Santiam River","South Santiam Reach A","170900"
23785655,"South Santiam River","South Santiam Reach A","170900"
23785657,"South Santiam River","South Santiam Reach A","170900"
23785659,"South Santiam River","South Santiam Reach A","170900"
23785661,"South Santiam River","South Santiam Reach A","170900"
23785663,"South Santiam River","South Santiam Reach A","170900"
23785665,"South Santiam River","South Santiam Reach A","170900"
23785667,"South Santiam River","South Santiam Reach A","170900"
23785669,"South Santiam River","South Santiam Reach A","170900"
23785671,"South Santiam River","South Santiam Reach A","170900"
23785673,"South Santiam River","South Santiam Reach A","170900"
23785675,"South Santiam River","South Santiam Reach A","170900"
23785677,"South Santiam River","South Santiam Reach A","170900"
23785679,"South Santiam River","South Santiam Reach A","170900"
23785681,"South Santiam River","South Santiam Reach A","170900"
23785683,"South Santiam River","South Santiam Reach C","170900"
23785685,"South Santiam River","South Santiam Reach C","170900"
23785687,"South Santiam River","South Santiam Reach C","170900"
23785689,"South Santiam River","South Santiam Reach C","170900"
23785691,"South Santiam River","South Santiam Reach C","170900"
23785693,"South Santiam River","South Santiam Reach C","170900"
23785695,"South Santiam River","South Santiam Reach C","170900"
23785697,"South Santiam River","South Santiam Reach C","170900"
23785699,"South Santiam River","South Santiam Reach C","170900"
23785701,"South Santiam River","South Santiam Reach C","170900"
23785703,"South Santiam River","South Santiam Reach C","170900"
23785705,"South Santiam River","South Santiam Reach C","170900"
23785707,"South Santiam River","South Santiam Reach C","170900"
23785709,"South Santiam River","South Santiam Reach C","170900"
23785711,"South Santiam River","South Santiam Reach C","170900"
23785713,"South Santiam River","South Santiam Reach C","170900"
23785715,"South Santiam River","South Santiam Reach C","170900"
23785717,"South Santiam River","South Santiam Reach C","170900"
23785719,"South Santiam River","South Santiam Reach C","170900"
23785721,"Wiley Creek","South Santiam Reach D","170900"
23785723,"Wiley Creek","South Santiam Reach D","170900"
23785725,"Wiley Creek","South Santiam Reach D","170900"
23785727,"Wiley Creek","South Santiam Reach D","170900"
23785729,"Wiley Creek","South Santiam Reach D","170900"
23785731,"Wiley Creek","South Santiam Reach D","170900"
23785733,"Wiley Creek","South Santiam Reach D","170900"
23785735,"Wiley Creek","South Santiam Reach D","170900"
23785737,"Wiley Creek","South Santiam Reach D","170900"
23785739,"Wiley Creek","South Santiam Reach D","170900"
23785741,"Wiley Creek","South Santiam Reach D","170900"
23785743,"Wiley Creek","South Santiam Reach D","170900"
23785745,"Wiley Creek","South Santiam Reach D","170900"
23785747,"Wiley Creek","South Santiam Reach D","170900"
23785749,"Wiley Creek","South Santiam Reach D","170900"
23785751,"Wiley Creek","South Santiam Reach D","170900"
23785767,"South Santiam River","South Santiam Reach C","170900"
23785769,"South Santiam River","South Santiam Migration","170900"
23785771,"South Santiam River","South Santiam Migration","170900"
23785773,"South Santiam River","South Santiam Migration","170900"
23785775,"South Santiam River","South Santiam Migration","170900"
23785777,"South Santiam River","South Santiam Reach E","170900"
23785779,"South Santiam River","South Santiam Reach E","170900"
23785781,"South Santiam River","South Santiam Reach E","170900"
23785783,"South Santiam River","South Santiam Reach E","170900"
23785785,"South Santiam River","South Santiam Reach E","170900"
23785787,"South Santiam River","South Santiam Reach E","170900"
23785789,"South Santiam River","South Santiam Reach E","170900"
23785791,"South Santiam River","South Santiam Reach E","170900"
23785793,"South Santiam River","South Santiam Reach E","170900"
23785795,"South Santiam River","South Santiam Reach E","170900"
23785797,"South Santiam River","South Santiam Reach E","170900"
23785799,"South Santiam River","South Santiam Reach E","170900"
23785801,"South Santiam River","South Santiam Reach E",NA
23785803,"South Santiam River","South Santiam Reach E","170900"
23785805,"South Santiam River","South Santiam Reach E","170900"
23785807,"South Santiam River","South Santiam Reach E","170900"
23785827,"South Santiam River","South Santiam Reach E","170900"
23785829,"South Santiam River","South Santiam Reach E","170900"
23785831,"South Santiam River","South Santiam Reach E","170900"
23785833,"South Santiam River","South Santiam Reach E","170900"
23785835,"South Santiam River","South Santiam Reach E","170900"
23785837,"South Santiam River","South Santiam Reach E","170900"
23785839,"South Santiam River","South Santiam Reach E","170900"
23785841,"South Santiam River","South Santiam Reach E","170900"
23785843,"South Santiam River","South Santiam Reach E","170900"
23785845,"South Santiam River","South Santiam Reach E","170900"
23785847,"South Santiam River","South Santiam Reach E","170900"
23785849,"South Santiam River","South Santiam Reach E","170900"
23785851,"South Santiam River","South Santiam Reach E","170900"
23785853,"South Santiam River","South Santiam Reach E","170900"
23785855,"South Santiam River","South Santiam Reach E","170900"
23785857,"South Santiam River","South Santiam Reach E","170900"
23785859,"South Santiam River","South Santiam Reach E","170900"
23785861,"Latiwi Creek","South Santiam Reach E","170900"
23785863,"Latiwi Creek","South Santiam Reach E","170900"
23785865,"Latiwi Creek","South Santiam Reach E","170900"
23785867,"Latiwi Creek","South Santiam Reach E","170900"
23785869,"Latiwi Creek","South Santiam Reach E","170900"
23785871,"Latiwi Creek","South Santiam Reach E","170900"
23785913," ","South Santiam Migration","170900"
23785915," ","South Santiam Migration","170900"
23785917," ","South Santiam Migration","170900"
23785919,"Middle Santiam River","South Santiam Migration","170900"
23785921,"Middle Santiam River","South Santiam Migration","170900"
23785923,"Middle Santiam River","South Santiam Migration","170900"
23785925,"Middle Santiam River","South Santiam Migration","170900"
23785927,"Middle Santiam River","South Santiam Migration","170900"
23785929,"Middle Santiam River","South Santiam Migration","170900"
23785931,"Middle Santiam River","South Santiam Migration","170900"
23785933,"Middle Santiam River","South Santiam Migration","170900"
23785935,"Middle Santiam River","South Santiam Migration","170900"
23785937,"Middle Santiam River","South Santiam Migration","170900"
23785939,"Middle Santiam River","South Santiam Migration","170900"
23785941,"Middle Santiam River","South Santiam Migration","170900"
23785943,"Middle Santiam River","South Santiam Migration","170900"
23785945,"Middle Santiam River","South Santiam Reach G","170900"
23785947,"Middle Santiam River","South Santiam Reach G","170900"
23785949,"Middle Santiam River","South Santiam Reach G","170900"
23785951,"Middle Santiam River","South Santiam Reach G","170900"
23785953,"Middle Santiam River","South Santiam Reach G","170900"
23785955,"Middle Santiam River","South Santiam Reach G","170900"
23785957,"Middle Santiam River","South Santiam Reach G","170900"
23785959,"Middle Santiam River","South Santiam Reach G","170900"
23785961,"Middle Santiam River","South Santiam Reach G","170900"
23785963,"Middle Santiam River","South Santiam Reach G","170900"
23785965,"Middle Santiam River","South Santiam Reach G","170900"
23785967,"Middle Santiam River","South Santiam Reach G","170900"
23785969,"Middle Santiam River","South Santiam Reach G","170900"
23785971,"Middle Santiam River","South Santiam Reach G","170900"
23785973,"Middle Santiam River","South Santiam Reach G","170900"
23785975,"Middle Santiam River","South Santiam Reach G","170900"
23785977,"Middle Santiam River","South Santiam Reach G","170900"
23785979,"Middle Santiam River","South Santiam Reach G","170900"
23785981,"Middle Santiam River","South Santiam Reach G","170900"
23785983,"Middle Santiam River","South Santiam Reach G","170900"
23785985,"Middle Santiam River","South Santiam Reach G","170900"
23785987,"Middle Santiam River","South Santiam Reach G","170900"
23785989,"Middle Santiam River","South Santiam Reach G","170900"
23785991,"Middle Santiam River","South Santiam Reach G","170900"
23785993,"Middle Santiam River","South Santiam Reach G","170900"
23785995,"Middle Santiam River","South Santiam Reach G","170900"
23786009,"Quartzville Creek","South Santiam Migration","170900"
23786011,"Quartzville Creek","South Santiam Migration","170900"
23786013,"Quartzville Creek","South Santiam Migration","170900"
23786015,"Quartzville Creek","South Santiam Migration","170900"
23786017,"Quartzville Creek","South Santiam Reach F","170900"
23786019,"Quartzville Creek","South Santiam Reach F","170900"
23786021,"Quartzville Creek","South Santiam Reach F","170900"
23786023,"Quartzville Creek","South Santiam Reach F","170900"
23786025,"Quartzville Creek","South Santiam Reach F","170900"
23786027,"Quartzville Creek","South Santiam Reach F","170900"
23786029,"Quartzville Creek","South Santiam Reach F","170900"
23786031,"Quartzville Creek","South Santiam Reach F","170900"
23786033,"Quartzville Creek","South Santiam Reach F","170900"
23786035,"Quartzville Creek","South Santiam Reach F","170900"
23786037,"Quartzville Creek","South Santiam Reach F","170900"
23786039,"Quartzville Creek","South Santiam Reach F","170900"
23786041,"Quartzville Creek","South Santiam Reach F","170900"
23786043,"Quartzville Creek","South Santiam Reach F","170900"
23786045,"Quartzville Creek","South Santiam Reach F","170900"
23786047,"Quartzville Creek","South Santiam Reach F","170900"
23786049,"Quartzville Creek","South Santiam Reach F","170900"
23786051,"Quartzville Creek","South Santiam Reach F","170900"
23786053,"Quartzville Creek","South Santiam Reach F","170900"
23786055,"Quartzville Creek","South Santiam Reach F","170900"
23786057,"Quartzville Creek","South Santiam Reach F","170900"
23786059,"Quartzville Creek","South Santiam Reach F","170900"
23786061,"Quartzville Creek","South Santiam Reach F","170900"
23786063,"Quartzville Creek","South Santiam Reach F","170900"
23786065,"Quartzville Creek","South Santiam Reach F","170900"
23786067,"Quartzville Creek","South Santiam Reach F","170900"
23786069,"Quartzville Creek","South Santiam Reach F","170900"
23786133,"Crabtree Creek","South Santiam Reach A","170900"
23786135,"Crabtree Creek","South Santiam Reach A","170900"
23786137,"Crabtree Creek","South Santiam Reach B","170900"
23786139,"Crabtree Creek","South Santiam Reach B","170900"
23786141,"Crabtree Creek","South Santiam Reach B","170900"
23786173,"Crabtree Creek","South Santiam Reach B","170900"
23786175,"Crabtree Creek","South Santiam Reach B","170900"
23786177,"Crabtree Creek","South Santiam Reach B","170900"
23786179,"Crabtree Creek","South Santiam Reach B","170900"
23786181,"Crabtree Creek","South Santiam Reach B","170900"
23786183,"Crabtree Creek","South Santiam Reach B","170900"
23786185,"Crabtree Creek","South Santiam Reach B","170900"
23786187,"Crabtree Creek","South Santiam Reach B","170900"
23786189,"Crabtree Creek","South Santiam Reach B","170900"
